RUNID,RESPNUM,CCGID,LATECODE,DESTMARK,DESTGEO,TERM,STRATA,ATYPE,AIRLINE,DEST,GATE,INTDATE,Q1,Q1A,Q1MIL,DEPTIME,PASSTIME,PASSMIN,Q2_1,Q3_1,Q4A,Q4B,Q4C,Q5,Q6,Q7,SAQ,Q8A,Q8B,Q8C,Q8D,Q8E,Q8F,Q8G,Q8H,Q8I,Q8J,Q8K,Q8L,Q8M,Q8N,Q10A,Q10B,Q10C,Q10D,Q10E,Q10F,Q11,Q12,Q13,Q13A1,Q13A2,Q13A3,Q14,Q15A,Q15B,Q16,Q17,Q18STATE,Q18ZIP,Q18COUNTRY,HOME,Q19,Q20,Q21,MAIL,LANG
168,1401,1962,1,1,5,4,1,2,27,SAN SALVADOR,2,9,43000,1,4:30,6:50,02:20,140,6,2,1,2,1,2,2,2,1,0,0,0,3,4,5,6,6,6,6,6,6,6,5,4,6,6,6,6,5,5,0,,,,,7,5,5,0,1,CA,95111,US,4,0,2,0,1,2
168,1402,1963,1,1,5,4,1,2,27,SAN SALVADOR,2,9,43000,1,4:30,6:50,02:20,140,2,2,1,2,2,2,2,4,1,6,2,5,5,5,5,6,6,5,6,6,6,0,4,4,6,6,0,4,4,5,2,,,,,5,5,4,2,1,CA,94112,US,1,5,2,1,1,2
168,1403,1964,1,1,5,4,1,2,27,SAN SALVADOR,2,9,80000,2,20:00,6:50,10:50,650,8,2,1,2,1,2,2,1,1,4,6,6,3,4,5,6,6,6,6,6,6,6,5,4,6,6,6,6,5,5,2,,,,,23,5,5,2,2,CA,95695,US,10,4,1,0,1,2
168,1404,1965,1,1,5,4,1,2,27,SAN SALVADOR,2,9,42000,1,4:20,6:50,02:30,150,5,4,1,2,2,2,2,2,1,6,6,6,2,5,5,6,6,6,6,6,6,6,3,5,6,6,6,6,6,5,2,,,,,5,3,1,1,3,,,EL SALVADOR,14,5,1,0,1,2
168,1405,1966,1,1,5,4,1,2,27,SAN SALVADOR,2,9,50000,1,5:00,6:50,01:50,110,5,3,1,0,0,2,2,5,2,4,4,4,4,4,4,4,4,5,4,6,6,6,4,5,5,5,5,5,5,4,2,,,,,11,5,4,2,4,,,,99,4,1,3,1,2
168,1406,1967,1,1,5,4,1,2,27,SAN SALVADOR,2,9,50000,1,5:00,6:50,01:50,110,3,2,1,2,2,2,2,3,2,5,4,4,5,5,5,5,5,6,6,6,6,6,5,5,5,0,5,5,5,5,2,,,,,2,5,5,2,1,CA,,US,5,4,2,1,1,2
168,1407,1968,1,1,5,4,1,2,27,SAN SALVADOR,2,9,40000,1,4:00,6:50,02:50,170,2,2,0,0,0,2,2,1,2,4,4,4,3,3,0,6,6,6,6,6,6,6,4,5,6,6,6,6,4,3,2,,,,,5,4,4,2,3,,,,99,4,1,1,1,2
168,1408,1969,1,1,5,4,1,2,27,SAN SALVADOR,2,9,42000,1,4:20,6:50,02:30,150,5,4,1,0,0,2,1,1,2,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,6,6,6,5,4,5,2,,,,,5,5,0,2,3,,,EL SALVADOR,14,4,1,3,1,2
168,1409,1970,1,1,5,4,1,2,27,SAN SALVADOR,2,9,43000,1,4:30,6:50,02:20,140,12,2,1,0,1,2,0,2,2,4,4,3,4,4,4,4,4,3,3,3,4,3,4,5,5,5,5,5,5,4,1,0,12,,,2,5,3,2,1,CA,94806,US,5,4,1,1,1,2
169,4258,1949,1,4,3,3,1,1,28,HOUSTON,83,9,60000,1,6:00,8:40,02:40,160,6,2,1,0,0,2,2,1,1,3,3,3,3,4,4,6,6,6,6,6,6,6,3,5,0,0,0,0,5,3,2,,,,,1,3,2,2,1,CA,94577,US,3,6,2,2,1,1
169,4259,1950,1,4,3,3,1,1,28,HOUSTON,83,9,71500,1,7:15,8:40,01:25,85,3,3,2,1,1,2,2,3,1,4,4,4,3,4,2,6,6,6,6,6,6,6,4,4,6,6,6,4,4,4,2,,,,,11,4,6,2,4,OR,97576,US,10,7,1,3,1,1
169,4260,1951,1,4,3,3,1,1,28,HOUSTON,83,9,60000,1,6:00,8:40,02:40,160,6,2,1,2,2,2,2,1,1,3,4,3,3,3,4,6,6,6,6,6,6,6,3,5,6,6,6,6,5,3,2,,,,,1,3,0,2,1,CA,94577,US,3,6,2,2,1,1
169,4261,1952,1,4,3,3,1,1,28,HOUSTON,83,9,70000,1,7:00,8:40,01:40,100,3,3,2,2,3,2,2,3,1,4,4,6,3,5,4,6,6,6,6,6,6,6,3,4,6,6,6,5,5,5,2,,,,,11,5,6,2,4,OR,97403,US,10,3,1,1,1,1
169,4262,1953,1,4,3,3,1,1,28,HOUSTON,83,9,60000,1,6:00,8:40,02:40,160,2,8,2,2,2,2,2,3,1,5,4,3,4,4,5,3,3,4,4,4,4,3,4,5,5,5,5,5,5,5,2,,,,,4,5,5,2,1,CA,94559,US,9,5,1,2,1,1
169,4263,1954,1,4,3,3,1,1,28,HOUSTON,83,9,64000,1,6:40,8:40,02:00,120,3,3,2,2,2,2,2,1,1,6,6,6,5,5,5,6,6,6,6,6,6,6,5,3,6,6,6,3,3,4,1,5,4,,,11,5,0,2,4,CA,93291,US,10,2,1,1,1,1
169,4264,1955,1,4,3,3,1,1,28,HOUSTON,83,9,70000,1,7:00,8:40,01:40,100,5,4,1,2,2,2,2,1,1,3,3,3,3,3,3,3,3,6,6,6,6,6,4,5,6,5,6,6,6,5,2,,,,,5,6,4,2,3,AL,35226,US,11,3,2,1,1,1
169,4265,1956,1,4,3,3,1,1,28,HOUSTON,83,9,64500,1,6:45,8:40,01:55,115,12,4,1,1,2,2,2,1,2,5,6,3,4,5,5,6,6,4,4,6,6,6,4,5,6,6,6,6,5,4,2,,,,,5,5,4,2,1,CA,94116,US,1,7,0,3,1,1
169,4266,1957,1,4,3,3,1,1,28,HOUSTON,83,9,71500,1,7:15,8:40,01:25,85,1,8,2,2,1,1,2,3,2,4,4,4,4,4,4,4,4,4,6,3,6,2,4,3,6,3,3,3,3,5,2,,,,,5,4,4,2,3,TX,,US,11,3,1,4,1,1
169,4267,1958,1,4,3,3,1,1,28,HOUSTON,83,9,70000,1,7:00,8:40,01:40,100,5,4,1,2,2,2,2,1,2,5,4,4,4,4,4,4,4,6,6,6,6,6,4,5,6,6,6,6,5,5,2,,,,,5,5,5,2,3,AL,35205,US,11,2,2,1,1,1
170,1410,1937,1,4,1,3,1,1,28,LOS ANGELES,85,9,71000,1,7:10,9:40,02:30,150,5,1,3,2,3,1,1,5,1,3,3,2,3,3,3,3,3,3,2,6,3,6,3,1,3,6,6,3,2,3,2,,,,,9,3,3,2,3,,,,99,5,1,3,1,1
170,1411,1938,1,4,1,3,1,1,28,LOS ANGELES,85,9,72000,1,7:20,9:40,02:20,140,1,4,2,2,1,2,2,3,1,4,4,4,4,4,4,4,4,6,6,4,6,6,4,4,6,4,6,4,4,5,2,,,,,5,5,0,2,3,CA,,US,10,4,1,0,1,1
170,1412,1939,1,4,1,3,1,1,28,LOS ANGELES,85,9,65500,1,6:55,9:40,02:45,165,5,3,2,2,1,2,2,1,1,5,4,5,5,5,5,5,5,6,6,6,6,6,5,5,6,6,6,5,5,5,1,5,11,,,11,5,6,2,4,OR,97421,US,10,2,2,0,1,1
170,1413,1940,1,4,1,3,1,1,28,LOS ANGELES,85,9,70000,1,7:00,9:40,02:40,160,1,9,0,2,0,1,2,3,1,5,4,4,4,4,4,4,4,5,5,5,5,5,4,5,6,5,5,5,4,5,1,4,5,,,5,5,3,2,3,CT,6123,US,12,7,1,1,1,1
170,1414,1941,1,4,1,3,1,1,28,LOS ANGELES,85,9,60000,1,6:00,9:40,03:40,220,2,2,1,2,2,2,2,2,1,5,4,4,4,5,5,6,6,3,6,6,6,6,4,4,6,6,6,6,5,5,2,,,,,9,3,5,2,1,CA,95476,US,7,4,2,4,1,1
170,1415,1942,1,4,1,3,1,1,28,LOS ANGELES,85,9,80000,1,8:00,9:40,01:40,100,3,2,1,1,2,1,2,1,1,3,4,4,4,4,4,4,4,4,4,6,6,6,4,4,6,6,6,4,4,5,2,,,,,8,5,4,2,3,NY,,US,12,7,2,2,1,1
170,1416,1943,1,4,1,3,1,1,28,LOS ANGELES,85,9,80000,1,8:00,9:40,01:40,100,2,3,2,2,2,2,2,3,1,5,6,6,5,5,5,6,6,6,6,6,6,6,5,4,6,6,6,6,5,5,2,,,,,11,5,5,2,4,CA,90717,US,10,7,1,0,1,2
170,1417,1944,1,4,1,3,1,1,28,LOS ANGELES,85,9,74500,1,7:45,9:40,01:55,115,3,2,1,2,2,2,2,1,1,6,6,6,5,5,5,6,6,6,6,6,6,6,5,5,6,6,6,6,6,5,2,,,,,8,5,5,2,1,CA,94534,US,8,6,1,0,1,2
170,1418,1945,1,4,1,3,1,1,28,LOS ANGELES,85,9,80000,1,8:00,9:40,01:40,100,3,5,1,0,1,2,2,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,5,2,,,,,2,0,3,2,1,CA,94588,US,3,5,1,2,1,1
170,1419,1946,1,4,1,3,1,1,28,LOS ANGELES,85,9,74000,1,7:30,9:40,02:10,130,1,8,1,2,1,2,2,5,2,3,2,2,4,2,4,4,4,3,2,2,6,6,2,3,3,2,6,3,2,3,2,,,,,3,3,1,1,1,CA,94901,US,6,6,1,4,1,1
170,1420,1947,1,4,1,3,1,1,28,LOS ANGELES,85,9,80000,1,8:00,9:40,01:40,100,2,3,2,2,2,2,2,1,2,4,4,3,5,5,5,5,5,6,6,6,6,6,4,5,5,5,5,5,5,4,2,,,,,11,5,4,2,4,CA,90717,US,10,3,1,1,1,2
170,1421,1948,1,4,1,3,1,1,28,LOS ANGELES,85,9,73000,1,7:30,9:40,02:10,130,3,2,1,1,2,2,2,1,2,4,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,5,5,1,4,,,,5,5,5,2,2,CA,95837,US,10,2,1,2,1,2
171,1422,1930,1,4,3,3,1,1,28,DALLAS-FT. W,68,9,71500,1,7:15,10:40,03:25,205,1,3,2,2,1,2,2,1,1,3,4,3,5,5,4,6,6,6,6,6,6,6,4,5,6,6,6,4,4,5,2,,,,,11,5,6,2,4,HI,96813,US,10,3,1,2,1,1
171,1423,1931,1,4,3,3,1,1,28,DALLAS-FT. W,68,9,70000,1,7:00,10:40,03:40,220,1,3,2,1,1,2,2,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,,,,,11,5,0,2,4,OR,97702,US,10,6,1,3,1,1
171,1424,1932,1,4,3,3,1,1,28,DALLAS-FT. W,68,9,84500,1,8:45,10:40,01:55,115,3,3,2,1,1,2,2,2,1,5,5,4,5,5,5,5,5,5,5,6,5,6,5,5,6,6,6,5,5,5,2,,,,,11,5,6,2,4,CA,95340,US,10,6,2,2,1,1
171,1425,1933,1,4,3,3,1,1,28,DALLAS-FT. W,68,9,80000,1,8:00,10:40,02:40,160,2,3,2,2,2,2,2,2,1,6,6,6,6,6,3,6,6,6,6,6,6,6,3,3,6,6,6,6,3,4,2,,,,,11,3,6,2,4,TX,75785,US,11,5,2,1,1,1
171,1426,1934,1,4,3,3,1,1,28,DALLAS-FT. W,68,9,72000,1,7:20,10:40,03:20,200,11,3,2,2,1,2,2,1,1,6,3,6,4,6,4,6,6,6,6,6,6,6,4,5,6,6,6,3,4,3,2,,,,,11,4,0,2,4,OR,97504,US,10,2,2,1,1,1
171,1427,1935,1,4,3,3,1,1,28,DALLAS-FT. W,68,9,70000,1,7:00,10:40,03:40,220,2,3,2,2,1,2,2,1,1,6,3,3,4,4,4,0,0,0,0,0,0,0,4,4,6,6,6,6,4,5,2,,,,,11,5,6,2,4,CA,93908,US,10,7,1,3,1,1
171,1428,1936,1,4,3,3,1,1,28,DALLAS-FT. W,68,9,81500,1,8:15,10:40,02:25,145,1,3,2,2,1,2,2,1,1,6,3,6,3,4,2,6,6,6,6,6,6,6,4,4,6,6,6,2,5,5,2,,,,,11,2,1,1,4,TX,75040,US,11,3,1,0,1,1
172,4119,1923,1,4,3,3,2,1,28,CHICAGO-O'HA,82,9,100000,1,10:00,11:47,01:47,107,1,4,2,2,2,2,2,1,1,6,6,6,4,3,3,6,6,6,6,6,6,6,3,3,6,6,6,6,4,4,2,,,,,5,3,1,1,3,IL,60654,US,11,3,1,0,1,1
172,4120,1924,1,4,3,3,2,1,28,CHICAGO-O'HA,82,9,94500,1,9:45,11:47,02:02,122,2,2,1,2,2,2,2,3,1,4,6,6,4,6,2,6,6,6,6,6,6,6,4,5,6,6,6,6,3,5,2,,,,,5,5,2,2,3,IL,60046,US,11,7,0,0,1,2
172,4121,1925,1,4,3,3,2,1,28,CHICAGO-O'HA,82,9,90000,1,9:00,11:47,02:47,167,2,7,1,2,1,2,2,1,1,3,6,6,4,4,4,6,6,6,6,6,6,6,3,3,6,6,6,6,3,5,2,,,,,9,4,4,2,3,DC,22302,US,12,4,1,0,1,2
172,4122,1926,1,4,3,3,2,1,28,CHICAGO-O'HA,82,9,100000,1,10:00,11:47,01:47,107,2,2,1,2,2,2,2,1,1,6,4,4,5,5,5,6,6,6,6,6,6,6,4,4,6,6,6,6,4,5,2,,,,,5,5,4,2,3,PA,,US,12,0,1,0,1,2
172,4123,1927,1,4,3,3,2,1,28,CHICAGO-O'HA,82,9,N,1,N,11:47,N,N,1,1,2,1,1,2,2,5,2,5,4,4,4,3,4,6,6,4,3,3,3,1,4,5,5,5,5,5,3,5,2,,,,,2,5,2,2,1,CA,94506,US,5,5,1,4,1,1
172,4124,1928,1,4,3,3,2,1,28,CHICAGO-O'HA,82,9,95000,1,9:50,11:47,01:57,117,2,4,1,1,0,1,2,2,2,4,5,4,4,4,4,6,6,6,6,6,6,6,4,0,6,6,6,4,4,5,2,,,,,5,5,1,1,3,IL,60202,US,11,7,1,4,1,1
172,4125,1929,1,4,3,3,2,1,28,CHICAGO-O'HA,82,9,N,1,N,11:47,N,N,1,11,2,1,1,2,2,1,2,5,4,4,5,5,5,5,5,3,6,6,6,6,3,5,5,5,5,5,5,5,1,3,5,,,6,5,2,2,3,ON,,CANADA,13,5,1,2,1,3
173,2616,2347,1,2,1,1,2,1,6,PORTLAND,22,9,103000,1,10:30,13:20,02:50,170,1,6,1,2,1,1,2,1,1,2,3,1,4,6,5,4,6,6,6,6,6,6,2,5,6,6,6,5,6,5,2,,,,,5,5,2,2,3,OR,97218,US,10,5,2,3,1,1
173,2617,2348,1,2,1,1,2,1,6,PORTLAND,22,9,113000,1,11:30,13:20,01:50,110,1,7,1,2,2,2,2,1,1,3,3,3,2,6,2,4,4,6,6,6,6,6,4,4,6,6,6,4,4,2,2,,,,,5,6,5,2,3,,,CROATIA,15,4,1,5,1,1
173,2618,2349,1,2,1,1,2,1,6,PORTLAND,22,9,113000,1,11:30,13:20,01:50,110,2,4,1,1,2,1,2,1,1,4,6,4,5,3,4,2,3,3,6,6,6,6,3,4,6,6,6,6,6,5,2,,,,,5,4,4,2,3,OR,97007,US,10,5,1,2,1,1
173,2619,2350,1,2,1,1,2,1,6,PORTLAND,22,9,110000,1,11:00,13:20,02:20,140,2,6,1,1,1,1,2,1,1,6,5,3,5,6,5,6,6,6,6,6,6,6,5,5,6,6,6,6,6,4,2,,,,,5,5,5,2,3,OR,97221,US,10,6,2,4,1,1
173,2620,2351,1,2,1,1,2,1,6,PORTLAND,22,9,114000,1,11:40,13:20,01:40,100,2,6,2,2,1,2,2,2,1,6,4,6,4,4,4,6,6,6,6,6,6,6,4,4,6,6,6,4,5,4,2,,,,,5,5,3,3,3,FL,33133,US,12,7,1,4,1,1
173,2621,2352,1,2,1,1,2,1,6,PORTLAND,22,9,115000,1,11:50,13:20,01:30,90,1,1,2,2,2,1,2,3,2,6,3,4,5,3,3,6,6,5,5,4,4,6,4,5,4,6,3,4,4,4,2,,,,,5,5,4,2,1,CA,94109,US,1,3,1,2,1,1
173,2622,2353,1,2,1,1,2,1,6,PORTLAND,22,9,113000,1,11:30,13:20,01:50,110,3,2,1,0,0,2,2,3,2,3,2,2,3,3,4,0,6,2,2,6,6,6,3,3,3,6,6,2,3,3,2,,,,,5,5,5,2,3,OR,97209,US,10,7,2,2,1,1
173,2623,2354,1,2,1,1,2,1,6,PORTLAND,22,9,90000,1,9:00,13:20,04:20,260,3,2,1,1,1,2,2,3,2,4,4,4,3,4,3,3,3,4,4,3,3,3,3,4,4,4,4,4,4,5,2,,,,,5,3,2,2,3,OR,97302,US,10,2,2,0,1,1
173,2624,2355,1,2,1,1,2,1,6,PORTLAND,22,9,82000,1,8:20,13:20,05:00,300,1,8,2,1,2,2,1,2,2,6,6,3,4,3,3,3,3,6,6,6,6,6,3,4,6,6,6,6,6,3,2,,,,,5,4,2,2,3,FL,33776,US,12,6,1,4,1,1
173,2625,2356,1,2,1,1,2,1,6,PORTLAND,22,9,115100,1,11:51,13:20,01:29,89,3,2,2,2,2,2,2,1,2,1,6,6,4,6,6,6,6,6,6,6,6,6,3,5,6,6,6,6,6,4,2,,,,,6,5,5,2,3,WA,98626,US,10,2,2,1,1,1
173,2626,2357,1,2,1,1,2,1,6,PORTLAND,22,9,115000,1,11:50,13:20,01:30,90,3,2,2,2,2,2,2,1,2,6,6,6,4,6,5,6,6,5,6,6,6,6,4,4,6,6,6,6,4,5,2,,,,,6,5,5,2,3,WA,98626,US,10,2,2,1,1,1
173,2627,2358,1,2,1,1,2,1,6,PORTLAND,22,9,103000,1,10:30,13:20,02:50,170,1,5,2,2,2,2,2,2,2,5,6,6,5,5,5,5,5,6,6,5,6,6,5,5,6,5,6,6,5,5,1,5,5,6,,5,5,5,2,3,AK,99775,US,10,4,1,1,1,1
173,2628,2359,1,2,1,1,2,1,6,PORTLAND,22,9,113000,1,11:30,13:20,01:50,110,2,8,1,1,1,1,2,4,2,5,3,2,4,4,4,6,6,6,6,6,6,6,4,3,6,6,6,3,1,5,2,,,,,3,5,3,2,3,OR,,US,10,6,0,0,1,1
173,2629,2360,1,2,1,1,2,1,6,PORTLAND,22,9,N,3,N,13:20,N,N,2,3,2,1,1,2,2,6,2,3,2,3,2,3,3,3,3,3,3,3,3,6,3,3,6,6,6,3,3,4,2,,,,,11,3,3,2,4,OR,97239,US,10,6,1,3,1,1
173,2630,2361,1,2,1,1,2,1,6,PORTLAND,22,9,110000,1,11:00,13:20,02:20,140,2,3,2,2,1,1,2,2,2,6,3,2,3,3,3,6,6,6,6,6,6,6,2,3,6,6,6,3,3,4,2,,,,,11,3,1,1,4,OR,97204,US,10,6,2,0,1,1
173,2631,2362,1,2,1,1,2,1,6,PORTLAND,22,9,113000,1,11:30,13:20,01:50,110,1,4,1,1,1,2,2,1,2,1,3,2,4,3,4,3,3,4,4,6,6,6,3,3,6,6,6,1,3,5,2,,,,,5,5,4,2,3,OR,97217,US,10,3,1,4,1,1
173,2632,2363,1,2,1,1,2,1,6,PORTLAND,22,9,120000,2,12:00,13:20,01:20,80,1,1,2,1,2,2,2,3,2,5,4,4,4,4,4,4,4,5,5,6,5,6,4,4,6,6,6,6,4,4,2,,,,,5,5,5,2,1,CA,94115,US,1,5,2,0,1,1
173,2633,2364,1,2,1,1,2,1,6,PORTLAND,22,9,114500,1,11:45,13:20,01:35,95,2,6,2,2,1,2,2,3,2,5,4,3,4,4,4,6,6,3,3,4,3,6,3,4,4,4,6,4,3,4,1,4,,,,5,4,3,2,1,CA,94117,US,1,7,1,2,1,1
173,2634,2365,1,2,1,1,2,1,6,PORTLAND,22,9,100000,1,10:00,13:20,03:20,200,3,2,2,1,1,2,2,1,2,3,2,2,3,3,4,6,6,6,6,6,6,6,3,3,6,6,6,3,3,3,2,,,,,7,5,4,1,3,OR,97068,US,10,5,2,2,1,1
173,2635,2366,1,2,1,1,2,1,6,PORTLAND,22,9,114500,1,11:45,13:20,01:35,95,2,6,2,0,1,1,2,3,2,5,4,3,4,5,4,6,6,4,4,6,6,6,4,4,5,6,6,4,4,5,2,,,,,5,4,3,2,1,CA,94117,US,1,7,2,2,1,1
174,2751,2367,1,2,3,1,2,1,25,CHICAGO-MIDW,31,9,123000,2,12:30,14:30,02:00,120,3,5,1,2,1,2,2,1,1,6,3,6,3,5,5,6,6,6,6,3,6,6,4,5,6,5,6,4,6,5,2,,,,,5,4,5,1,3,IL,60607,US,11,2,1,1,1,1
174,2752,2368,1,2,3,1,2,1,25,CHICAGO-MIDW,31,9,122000,2,12:20,14:30,02:10,130,1,6,1,2,1,2,2,1,1,6,5,6,4,5,5,5,6,6,6,6,6,6,4,3,6,6,6,4,4,5,2,,,,,5,5,4,2,3,IL,60653,US,11,3,2,4,1,1
174,2753,2369,1,2,3,1,2,1,25,CHICAGO-MIDW,31,9,123000,2,12:30,14:30,02:00,120,3,9,1,1,2,2,2,3,1,4,3,4,5,5,5,5,5,5,6,5,6,5,4,5,6,5,5,4,4,4,2,,,,,6,5,5,2,3,IL,60477,US,11,5,1,3,1,1
174,2754,2370,1,2,3,1,2,1,25,CHICAGO-MIDW,31,9,123000,2,12:30,14:30,02:00,120,3,6,1,1,1,2,2,3,1,2,3,4,5,5,5,6,6,5,5,6,4,5,4,4,6,6,4,3,4,4,2,,,,,3,5,5,2,1,CA,94903,US,6,6,2,4,1,1
174,2755,2371,1,2,3,1,2,1,25,CHICAGO-MIDW,31,9,121500,2,12:15,14:30,02:15,135,1,9,1,2,2,2,2,3,1,6,6,6,4,4,4,6,6,4,6,4,6,4,3,3,6,4,4,6,3,3,2,,,,,5,4,2,2,3,IL,60605,US,11,3,2,0,1,1
174,2756,2372,1,2,3,1,2,1,25,CHICAGO-MIDW,31,9,120000,2,12:00,14:30,02:30,150,3,2,1,1,1,2,2,1,2,6,4,4,3,3,3,6,6,3,6,6,6,6,3,4,6,6,6,4,4,5,1,4,,,,5,4,4,2,3,IL,60605,US,11,2,2,3,1,1
174,2757,2373,1,2,3,1,2,1,25,CHICAGO-MIDW,31,9,123000,2,12:30,14:30,02:00,120,11,4,1,1,1,2,2,6,2,1,3,3,4,3,5,6,6,4,4,3,3,3,4,4,4,5,4,4,4,5,2,,,,,5,5,5,2,1,CA,94107,US,1,3,1,3,1,1
174,2758,2374,1,2,3,1,2,1,25,CHICAGO-MIDW,31,9,113000,1,11:30,14:30,03:00,180,2,7,1,2,1,1,1,1,2,5,4,3,5,4,5,6,6,6,6,3,6,6,5,5,6,5,6,5,5,3,2,,,,,6,5,4,2,3,IL,60625,US,11,4,1,0,1,1
174,2759,2375,1,2,3,1,2,1,25,CHICAGO-MIDW,31,9,124500,2,12:45,14:30,01:45,105,5,9,2,2,1,2,2,1,2,3,4,4,4,4,4,6,6,4,6,5,6,5,4,5,6,5,5,5,5,0,0,,,,,12,0,0,0,3,IL,60305,US,11,5,2,4,1,1
174,2760,2376,1,2,3,1,2,1,25,CHICAGO-MIDW,31,9,113000,1,11:30,14:30,03:00,180,2,7,1,0,1,1,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,1,3,,,,12,4,3,2,3,IL,,US,11,5,1,0,1,1
174,2761,2377,1,2,3,1,2,1,25,CHICAGO-MIDW,31,9,122000,2,12:20,14:30,02:10,130,1,4,1,2,1,2,2,1,2,6,3,3,4,6,4,6,6,6,6,6,6,6,3,5,6,6,6,4,3,5,2,,,,,5,5,3,2,3,IL,60614,US,11,3,2,0,1,1
174,2762,2378,1,2,3,1,2,1,25,CHICAGO-MIDW,31,9,124500,2,12:45,14:30,01:45,105,3,2,1,2,2,2,2,3,2,3,3,3,3,3,3,3,3,4,6,6,6,6,4,3,6,6,6,6,3,4,2,,,,,5,4,3,2,3,IL,,US,11,6,2,3,1,1
174,2763,2379,1,2,3,1,2,1,25,CHICAGO-MIDW,31,9,10000,2,13:00,14:30,01:30,90,1,9,1,1,0,2,2,2,2,3,3,3,4,4,4,4,4,4,6,5,6,5,4,4,6,4,4,4,4,4,2,,,,,5,5,5,2,3,IL,60616,US,11,5,1,3,1,1
174,2764,2380,1,2,3,1,2,1,25,CHICAGO-MIDW,31,9,124500,2,12:45,14:30,01:45,105,3,2,1,2,1,2,2,2,2,4,4,4,4,4,4,6,6,4,6,6,6,6,5,4,6,6,6,6,4,5,2,,,,,5,5,5,2,3,IL,60660,US,11,6,1,3,1,1
174,2765,2381,1,2,3,1,2,1,25,CHICAGO-MIDW,31,9,123000,2,12:30,14:30,02:00,120,3,2,1,1,1,2,2,1,2,4,4,3,5,4,4,0,3,4,6,6,6,6,4,3,6,6,6,2,0,4,2,,,,,5,5,4,2,3,IN,47904,US,11,5,2,1,1,1
174,2766,2382,1,2,3,1,2,1,25,CHICAGO-MIDW,31,9,123000,2,12:30,14:30,02:00,120,2,2,1,1,1,2,2,1,2,4,4,4,5,5,5,4,4,4,6,6,6,6,4,4,6,6,6,2,3,4,2,,,,,5,5,4,2,3,IN,46383,US,11,5,0,2,1,1
174,2767,2383,1,2,3,1,2,1,25,CHICAGO-MIDW,31,9,123000,2,12:30,14:30,02:00,120,3,2,1,1,2,2,1,4,2,4,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,5,2,,,,,5,5,2,2,1,CA,94505,US,5,7,1,4,1,1
174,2768,2384,1,2,3,1,2,1,25,CHICAGO-MIDW,31,9,N,1,N,14:30,N,N,2,2,1,1,2,2,1,1,2,3,2,3,4,3,5,4,4,5,6,4,6,6,4,3,6,5,6,4,3,4,2,,,,,5,5,5,2,3,IL,60616,US,11,2,1,1,1,4
175,2769,2385,1,4,1,1,2,1,29,PHOENIX,30,9,23000,2,14:30,15:35,01:05,65,1,4,2,2,1,2,2,6,1,3,3,2,3,3,4,6,6,3,6,4,6,6,4,4,6,4,6,3,3,4,2,,,,,5,5,3,2,3,TX,77079,US,11,4,1,4,1,1
175,2770,2386,1,4,1,1,2,1,29,PHOENIX,30,9,14500,2,13:45,15:35,01:50,110,1,6,2,1,2,2,2,3,1,6,2,3,4,4,4,6,4,4,6,6,6,6,3,4,6,6,6,2,3,3,2,,,,,5,5,4,2,3,AZ,85258,US,10,6,1,3,1,1
175,2771,2387,1,4,1,1,2,1,29,PHOENIX,30,9,120000,2,12:00,15:35,03:35,215,3,3,1,2,1,1,2,3,1,3,4,3,4,4,4,6,6,6,6,6,6,6,3,4,6,6,6,3,4,3,2,,,,,11,4,4,2,4,AZ,85242,US,10,5,1,0,1,1
175,2772,2388,1,4,1,1,2,1,29,PHOENIX,30,9,113000,1,11:30,15:35,04:05,245,2,3,1,1,2,1,2,1,1,3,6,3,2,0,5,3,5,6,6,6,6,6,4,4,6,6,6,6,6,5,2,,,,,11,5,5,2,4,AZ,85297,US,10,4,2,2,1,1
175,2773,2389,1,4,1,1,2,1,29,PHOENIX,30,9,120000,2,12:00,15:35,03:35,215,1,3,2,2,2,1,1,1,1,2,2,2,2,3,3,2,2,6,6,6,6,6,2,3,6,6,6,3,3,4,2,,,,,11,2,3,1,4,,,CHINA,16,3,2,4,1,1
175,2774,2390,1,4,1,1,2,1,29,PHOENIX,30,9,23000,2,14:30,15:35,01:05,65,1,4,1,1,2,2,2,1,2,6,6,4,4,4,4,6,6,6,6,6,6,6,4,4,6,6,6,6,4,5,2,,,,,12,5,5,2,3,IN,46040,US,11,4,2,3,1,1
175,2775,2391,1,4,1,1,2,1,29,PHOENIX,30,9,123000,2,12:30,15:35,03:05,185,1,9,1,2,1,2,2,2,2,4,5,5,5,5,5,6,6,5,5,5,6,5,5,5,6,5,5,5,4,5,2,,,,,1,5,3,2,3,RI,53188,US,12,4,1,1,1,1
